norm_name,name_examples,n_segments,n_events,prefs,domains
大増沢,大増沢林道,1,1,,
大外地,林道大外地線,1,1,,
大多利,大多利林道,1,1,,
大多利併用,大多利併用林道,1,1,,
大宮,大宮林道,1,1,,
大宮沢,大宮沢林道,1,1,,
大宮間伐,大宮間伐林道,1,1,,
大山支,大山支線林道,1,1,,
大山第二支,大山第二支線林道,1,1,,
大山美坂高原,林道大山美坂高原線,1,1,,
大岡台沢,大岡台沢林道,1,1,,
大岩ノ目,大岩ノ目林道,1,1,,
大岩月谷,林道大岩月谷線,1,1,,
大岳併用,大岳併用林道,1,1,,
大峠併用,大峠併用林道,1,1,,
大峯破,林道大峯破線,1,1,,
大島,林道大島線,1,1,,
大島夏明,林道大島夏明線,1,1,,
大嵐,大嵐林道,1,1,,
大嵐２号,大嵐２号林道,1,1,,
大嵩山,林道大嵩山線,1,1,,
大川入,大川入林道,1,1,,
大川反,大川反林道,1,1,,
大川奥76,大川奥76林道,1,1,,
大巣子,林道大巣子線,1,1,,
大平尾,林道大平尾線,1,1,,
大平桑沼,林道大平桑沼線,1,1,,
大幹線備後川,大幹線林道備後川線,1,1,,
大志戸併,大志戸林道（併）,1,1,,
大悪木沢,大悪木沢林道,1,1,,
大悲山三本杉支,大悲山林道三本杉支線,1,1,,
大成山,大成山林道,1,1,,
大戸妙法寺,林道大戸妙法寺線,1,1,,
大指,林道大指線,1,1,,
大指支,林道大指支線,1,1,,
大提,大提林道,1,1,,
大放石黒,林道大放石黒線,1,1,,
大政,大政林道,1,1,,
大文字,大文字林道,1,1,,
大日影,林道 大日影線,1,1,,
大日蔭,林道大日蔭線,1,1,,
大日谷,大日谷林道,1,1,,
大昌山,林道大昌山線,1,1,,
大暮,林道大暮線,1,1,,
大曲4号,大曲4号林道,1,1,,
大曲6号,大曲6号林道,1,1,,
大曲併用,大曲併用林道,1,1,,
大曲支線併用,大曲支線併用林道,1,1,,
大曲第二支,大曲第二支線林道,1,1,,
大曽久保,林道大曽久保線,1,1,,
大木和田,大木和田林道,1,1,,
大木坂沢,大木坂沢林道,1,1,,
大札,林道大札線,1,1,,
大杉第一支,大杉第一支線林道,1,1,,
大杉谷,林道大杉谷線,1,1,,
大東支,大東林道支線,1,1,,
大松沢,大松沢林道,1,1,,
大柳,大柳林道,1,1,,
大栂,大栂林道,1,1,,
大栗沢,林道大栗沢線,1,1,,
大根津戸,大根津戸林道,1,1,,
大桁支,林道大桁支線,1,1,,
大森岳,大森岳林道,1,1,,
大楽前沢,大楽前沢林道,1,1,,
大楽地,林道大楽地線,1,1,,
大槇谷250林班支,大槇谷林道250林班支線,1,1,,
大沢出口,林道大沢出口線,1,1,,
大沢北,林道大沢北線,1,1,,
大沢川明神沢支,大沢川林道明神沢支線,1,1,,
大沢竹刀沢支,大沢林道竹刀沢支線,1,1,,
大沢第二,大沢第二林道,1,1,,
大沢遊歩道エゾユズリハコース,大沢林道（遊歩道エゾユズリハコース）,1,1,,
大沢遊歩道桂コース,大沢林道（遊歩道桂コース）,1,1,,
大沢青の沢,林道大沢青の沢線,1,1,,
大沢高野,林道大沢高野線,1,1,,
大河内,大河内林道,1,1,,
大河内併用,大河内林道（併用）,1,1,,
大河原今西,林道大河原今西線,1,1,,
大波見,林道大波見線,1,1,,
大洞本,大洞林道本線,1,1,,
大津登ノ入,林道大津登ノ入線,1,1,,
大浜,林道大浜線,1,1,,
大浦内,大浦内林道,1,1,,
大深沢,大深沢林道,1,1,,
大深谷,大深谷林道,1,1,,
大渕支,大渕支線林道,1,1,,
大渕線支,林道大渕線支線,1,1,,
大湯沢,大湯沢林道,1,1,,
大湯津内,大湯津内林道,1,1,,
大源太,林道大源太線,1,1,,
大瀬戸,大瀬戸林道,1,1,,
大瀬谷,林道大瀬谷線,1,1,,
大田,大田林道,1,1,,
大田代,大田代林道,1,1,,
大畑入,林道大畑入線,1,1,,
大番山支,大番山林道支線,1,1,,
大白川支,大白川支線林道,1,1,,
大目附大杉谷,大目附（大杉谷）林道,1,1,,
大目附大杉谷併,大目附（大杉谷）林道（併）,1,1,,
大矢,大矢林道,1,1,,
大矢1007,大矢1007林道,1,1,,
大矢木林沢,大矢木林沢林道,1,1,,
大石中の沢支,大石林道中の沢支線,1,1,,
大石併用,大石併用林道,1,1,,
大石桧山,大石桧山林道,1,1,,
大神楽,林道大神楽線,1,1,,
大禿沢,大禿沢林道,1,1,,
大窪駒止支,大窪林道駒止支線,1,1,,
大立入,林道大立入線,1,1,,
大立柄,大立柄林道,1,1,,
大童子川併用,大童子川併用林道,1,1,,
大箒,林道大箒線,1,1,,
大篠,林道大篠線,1,1,,
大糖野大糖野支,大糖野林道 大糖野支線,1,1,,
大糖野次郎沢支線第一分,大糖野林道 次郎沢支線 第一分線,1,1,,
大糖野次郎沢支線第二分,大糖野林道 次郎沢支線 第二分線,1,1,,
大糖野頽雪の沢支,大糖野林道 頽雪の沢支線,1,1,,
大糖野頽雪の沢支線金子の沢分,大糖野林道 頽雪の沢支線 金子の沢分線,1,1,,
大綱,大綱林道,1,1,,
大網2号,林道大網2号線,1,1,,
大網取,大網取林道,1,1,,
大舟沢,大舟沢林道,1,1,,
大船松倉,大船松倉林道,1,1,,
大船沢,大船沢林道,1,1,,
大茂沢支,大茂沢支線林道,1,1,,
大荕,大荕林道,1,1,,
大荷場,林道大荷場線,1,1,,
大荷田,大荷田林道,1,1,,
大菅山,大菅山林道,1,1,,
大萱野支線併用,大萱野支線併用林道,1,1,,
大萱野第二支線併用,大萱野第二支線併用林道,1,1,,
大葉山支線併,大葉山林道支線（併）,1,1,,
大蔵又,大蔵又林道,1,1,,
大蔵沢,大蔵沢林道,1,1,,
大蔵沼谷,林道大蔵沼谷線,1,1,,
大蔵谷,林道大蔵谷線,1,1,,
大西沢,大西沢林道,1,1,,
大規模日野金城,大規模林道日野金城線,1,1,,
大角間,林道大角間線,1,1,,
大谷アリサラップ,林道 大谷アリサラップ線,1,1,,
大谷併,大谷林道（併）,1,1,,
大谷口,大谷口林道,1,1,,
大谷地沢,大谷地沢林道,1,1,,
大谷川,大谷川林道,1,1,,
大谷日ノ平山,大谷日ノ平山林道,1,1,,
大谷木,林道大谷木線,1,1,,
大越,林道大越線,1,1,,
大越併用,大越林道（併用）,1,1,,
大輪,林道大輪線,1,1,,
大道中江,林道大道中江線,1,1,,
大達原,林道大達原線,1,1,,
大野ヶ原82支,大野ヶ原林道82支線,1,1,,
大野下二股大野二股鳥崎姫川線,大野下二股林道（大野二股鳥崎姫川線林道）,1,1,,
大野下二股第一支,大野下二股林道 第一支線,1,1,,
大野中二股,大野中二股林道,1,1,,
大野対岸,林道大野対岸線,1,1,,
大野支,大野支線林道,1,1,,
大釜,林道大釜線,1,1,,
大釜沢,大釜沢林道,1,1,,
大鍋倉沢,大鍋倉沢林道,1,1,,
大鍋立沢,大鍋立沢林道,1,1,,
大鍵沢,大鍵沢林道,1,1,,
大鍵沢併用,大鍵沢併用林道,1,1,,
大長崎,大長崎林道,1,1,,
大門,林道大門線,1,1,,
大門本沢,大門本沢林道,1,1,,
大門東支,大門東支線林道,1,1,,
大開一号,大開一号林道,1,1,,
大馬ヶ沢,大馬ヶ沢林道,1,1,,
大魚,大魚林道,1,1,,
大鳥沢,大鳥沢林道,1,1,,
大鶴目,林道大鶴目線,1,1,,
大鷹鳥谷支,林道大鷹鳥谷支線,1,1,,
大鹿倉,林道大鹿倉線,1,1,,
天上沢,天上沢林道,1,1,,
天久,林道天久線,1,1,,
天作,天作林道,1,1,,
天児家支,天児家林道支線,1,1,,
天北右股,天北右股林道,1,1,,
天城天城,天城（天城）林道,1,1,,
天望沢,天望沢林道,1,1,,
天林寺,林道天林寺線,1,1,,
天狗山小周堂谷,天狗山（小周堂谷）林道,1,1,,
天狗峰,林道天狗峰線,1,1,,
天狗森,天狗森林道,1,1,,
天狗沢,天狗沢林道,1,1,,
天生栗ヶ谷併用,天生栗ヶ谷併用林道,1,1,,
天生第一,天生第一林道,1,1,,
天生第二,天生第二林道,1,1,,
天神山,林道天神山線,1,1,,
天竜名古尾,林道天竜名古尾線,1,1,,
天谷,林道天谷線,1,1,,
太尾,林道太尾線,1,1,,
太田部,林道太田部線,1,1,,
夫婦沢,夫婦沢林道,1,1,,
夫婦石沢,夫婦石沢林道,1,1,,
奈女沢,奈女沢林道,1,1,,
奈川黒川黒川,奈川黒川（黒川）林道,1,1,,
奈川黒川黒川併用,奈川黒川（黒川）併用林道,1,1,,
奈良井併用,奈良井併用林道,1,1,,
奈良井谷,林道奈良井谷線,1,1,,
奈良井谷支,林道奈良井谷支線,1,1,,
奈良谷,奈良谷林道,1,1,,
奔別左岸,奔別左岸林道,1,1,,
奔別沢,奔別沢林道,1,1,,
奔別越,奔別越林道,1,1,,
奔沖内,奔沖内林道,1,1,,
奥15線沢,奥15線沢林道,1,1,,
奥の院裏山,奥の院裏山林道,1,1,,
奥ノ院併用,奥ノ院林道（併用）,1,1,,
奥ノ院支,奥ノ院林道支線,1,1,,
奥ポロナイ,奥ポロナイ林道,1,1,,
奥不動,奥不動林道,1,1,,
奥主夕張1号,奥主夕張1号林道,1,1,,
奥二股,奥二股林道,1,1,,
奥井野,奥井野林道,1,1,,
奥仙丈2号支,林道奥仙丈2号支線,1,1,,
奥北落合,奥北落合林道,1,1,,
奥十二神併用,奥十二神併用林道,1,1,,
奥十杭,奥十杭林道,1,1,,
奥升沢,奥升沢林道,1,1,,
奥半谷,奥半谷林道,1,1,,
奥名郷,林道奥名郷線,1,1,,
奥塩原,奥塩原林道,1,1,,
奥女郎山,奥女郎山林道,1,1,,
奥子持,林道奥子持線,1,1,,
奥宗谷,奥宗谷林道,1,1,,
奥富,奥富林道,1,1,,
奥小屋,林道奥小屋線,1,1,,
奥小屋支,林道奥小屋支線,1,1,,
奥小石,奥小石林道,1,1,,
奥山併用,奥山併用林道,1,1,,
奥山向山,林道奥山向山線,1,1,,
奥山大八重支,奥山林道大八重支線,1,1,,
奥山黒瀬支,奥山林道黒瀬支線,1,1,,
奥山Ｂ,奥山林道Ｂ,1,1,,
奥川山1037,奥川山林道1037線,1,1,,
奥川山立石,奥川山林道立石線,1,1,,
奥市沢,奥市沢林道,1,1,,
奥御岳,林道奥御岳線,1,1,,
奥惣芦別,奥惣芦別林道,1,1,,
奥戸川併用,奥戸川併用林道,1,1,,
奥木地,奥木地林道,1,1,,
奥板山真奇勢,奥板山真奇勢林道,1,1,,
奥武蔵支,林道奥武蔵支線,1,1,,
奥江,奥江林道,1,1,,
奥沢,林道奥沢線,1,1,,
奥浦,奥浦林道,1,1,,
奥浦併用,奥浦併用林道,1,1,,
奥浦西風巻,奥浦（西風巻）林道,1,1,,
奥添地,奥添地林道,1,1,,
奥生田原,奥生田原林道,1,1,,
奥田沢,奥田沢林道,1,1,,
奥畑,林道奥畑線,1,1,,
奥石炭別,奥石炭別林道,1,1,,
奥股沢,奥股沢林道,1,1,,
奥芦別2号,奥芦別2号林道,1,1,,
奥落合峰,奥落合峰林道,1,1,,
奥藤52,奥藤林道52線,1,1,,
奥藤54,奥藤林道54線,1,1,,
奥藤55,奥藤林道55線,1,1,,
奥谷併,奥谷林道（併）,1,1,,
奥谷山,奥谷山林道,1,1,,
奥足川,奥足川林道,1,1,,
奥足川27,奥足川27林道,1,1,,
奥足川29,奥足川林道29線,1,1,,
女原,林道女原線,1,1,,
女木内沢,女木内沢林道,1,1,,
妙婦谷,妙婦谷林道,1,1,,
妙見,林道妙見線,1,1,,
姉山,姉山林道,1,1,,
姥井戸,姥井戸林道,1,1,,
姫川,姫川林道,1,1,,
姫川八雲側通行不可,姫川林道（八雲側通行不可）,1,1,,
子の山,林道子の山線,1,1,,
存沢,林道存沢線,1,1,,
孫,林道孫線,1,1,,
孫左エ門,孫左エ門林道,1,1,,
孫沢,孫沢林道,1,1,,
宇井田野倉,林道宇井田野倉線,1,1,,
宇宙研,宇宙研林道,1,1,,
宇波山77班線併,宇波山林道77班線（併）,1,1,,
宇波深山,宇波深山林道,1,1,,
宇波竹下,林道宇波竹下線,1,1,,
宇津俣,林道宇津俣線,1,1,,
宇遠木山,林道宇遠木山線,1,1,,
宇部,宇部林道,1,1,,
安原,林道安原線,1,1,,
安場,林道安場線,1,1,,
安子ヶ島,安子ヶ島林道,1,1,,
安子ヶ島ガンドウ沢支,安子ヶ島林道ガンドウ沢支線,1,1,,
安栖,安栖林道,1,1,,
安瀬の沢,安瀬の沢林道,1,1,,
安祥寺段野谷,安祥寺林道段野谷線,1,1,,
安角久保支,安角林道久保支線,1,1,,
安達太良,安達太良林道,1,1,,
宍原富士見峠,林道宍原富士見峠線,1,1,,
宗谷支流,宗谷支流林道,1,1,,
定光寺,定光寺林道,1,1,,
定峰支,林道定峰支線,1,1,,
定沢,定沢林道,1,1,,
宝の川,林道宝の川線,1,1,,
宝仙台,宝仙台林道,1,1,,
宝川宝川,宝川（宝川）林道,1,1,,
宝来,宝来林道,1,1,,
宝谷,宝谷林道,1,1,,
宝達北谷,林道宝達北谷線,1,1,,
宝鏡小黒山線併用,宝鏡小黒山線併用林道,1,1,,
室久保,林道室久保線,1,1,,
室沢,林道室沢線,1,1,,
室石,室石林道,1,1,,
室谷沢,林道室谷沢線,1,1,,
宮の沢,林道宮の沢線,1,1,,
宮の谷,林道宮の谷線,1,1,,
宮ノ後,林道宮ノ後線,1,1,,
宮ノ沢,林道宮ノ沢線,1,1,,
宮ノ谷併,宮ノ谷林道（併）,1,1,,
宮之窪,林道宮之窪線,1,1,,
宮内,林道宮内線,1,1,,
宮古,宮古林道,1,1,,
宮坂支,林道宮坂支線,1,1,,
宮城,宮城林道,1,1,,
宮奥,林道宮奥線,1,1,,
宮山田,林道宮山田線,1,1,,
宮床支,林道宮床（支）線,1,1,,
宮床界,林道宮床界線,1,1,,
宮洞,宮洞林道,1,1,,
宮洞第一支,宮洞第一支線林道,1,1,,
宮洞第二支,宮洞第二支線林道,1,1,,
宮野尾,林道宮野尾線,1,1,,
宵月沢2,宵月沢2林道,1,1,,
家の谷,林道家の谷線,1,1,,
家形森,家形森林道,1,1,,
家督あとど,家督（あとど）林道,1,1,,
宿主別右岸,宿主別右岸林道,1,1,,
宿谷権現堂,林道宿谷権現堂線,1,1,,
宿野部併用,宿野部併用林道,1,1,,
寄入沢,寄入沢林道,1,1,,
寄沢,寄沢林道,1,1,,
寅沢,寅沢林道,1,1,,
富士の沢,富士の沢林道,1,1,,
富士山中,林道富士山中線,1,1,,
富士山大淵,富士山（大淵）林道,1,1,,
富士山桜川支,富士山林道桜川支線,1,1,,
富士山１号支,林道富士山１号支線,1,1,,
富士山２号支,林道富士山２号支線,1,1,,
富士種芋の沢,富士林道 種芋の沢線,1,1,,
富士見高原,富士見高原林道,1,1,,
富士見１号,富士見１号林道,1,1,,
富士越,富士越林道,1,1,,
寒天天城,寒天林道天城線,1,1,,
寒川,林道寒川線,1,1,,
寒戸,寒戸林道,1,1,,
寒田118支,寒田林道118支線,1,1,,
寺宿,寺宿林道,1,1,,
寺河内,寺河内林道,1,1,,
寺社平支,寺社平林道支線,1,1,,
寺間,寺間林道,1,1,,
寺附,寺附林道,1,1,,
小ブナ沢,小ブナ沢林道,1,1,,
小亀,小亀林道,1,1,,
小井戸第一支,小井戸第一支線林道,1,1,,
小井戸第二支,小井戸第二支線林道,1,1,,
小佐部,林道小佐部線,1,1,,
小倉松森,林道小倉松森線,1,1,,
小倉１,林道小倉１線,1,1,,
小入川,小入川林道,1,1,,
小出,小出林道,1,1,,
小出沢,小出沢林道,1,1,,
小出沢併用,小出沢併用林道,1,1,,
小出深山,小出深山林道,1,1,,
小原山,林道小原山線,1,1,,
小又,林道小又線,1,1,,
小又二の沢,小又二の沢林道,1,1,,
小又坂,林道小又坂線,1,1,,
小又川小又川,小又川林道小又川林道,1,1,,
小味噌内,小味噌内林道,1,1,,
小和瀬上小和瀬支,小和瀬林道上小和瀬支線,1,1,,
小和瀬岩ノ目支,小和瀬林道岩ノ目支線,1,1,,
小坂志,小坂志林道,1,1,,
小坪沢,小坪沢林道,1,1,,
小堀内,小堀内林道,1,1,,
小天見谷,林道小天見谷線,1,1,,
小屋の沢第1,小屋の沢第1林道,1,1,,
小屋場沢,小屋場沢林道,1,1,,
小屋沢,林道小屋沢線,1,1,,
小川代併用,小川代併用林道,1,1,,
小巻沢橋,小巻沢林道橋,1,1,,
小平滝,小平滝林道,1,1,,
小愛児,小愛児林道,1,1,,
小手谷論手,林道小手谷論手線,1,1,,
小易国間併用,小易国間併用林道,1,1,,
小木伏,林道小木伏線,1,1,,
小木和田,小木和田林道,1,1,,
小木津山,小木津山林道,1,1,,
小本山,小本山林道,1,1,,
小松原秋山,小松原林道秋山線,1,1,,
小松号1林班,林道小松号1林班線,1,1,,
小松道木,林道小松道木線,1,1,,
小枝沢,林道小枝沢線,1,1,,
小柴,林道小柴線,1,1,,
小柴山,小柴山林道,1,1,,
小桝沢,小桝沢林道,1,1,,
小槌川,小槌川林道,1,1,,
小槙立,林道小槙立線,1,1,,
小樽,小樽林道,1,1,,
小樽内川奥,小樽内川奥林道,1,1,,
小樽山,林道小樽山線,1,1,,
小水沢,林道小水沢線,1,1,,
小沢獄谷小沢,小沢獄谷（小沢）林道,1,1,,
小沢獄谷熊河,小沢獄谷（熊河）林道,1,1,,
小沼,小沼林道,1,1,,
小波内,小波内林道,1,1,,
小清水,小清水林道,1,1,,
小清水大沢,林道小清水大沢線,1,1,,
小火沢,小火沢林道,1,1,,
小熊山,小熊山林道,1,1,,
小熊黒沢,林道小熊黒沢線,1,1,,
小爪,林道小爪線,1,1,,
小玉沢,林道小玉沢線,1,1,,
小田ヶ沢,林道小田ヶ沢線,1,1,,
小田代,小田代林道,1,1,,
小田併,小田林道（併）,1,1,,
小田子沢,林道小田子沢線,1,1,,
小田山,小田山林道,1,1,,
小田瀬沢,小田瀬沢林道,1,1,,
小田野,小田野林道,1,1,,
小畑谷,小畑谷林道,1,1,,
小白岩,林道小白岩線,1,1,,
小白川,小白川林道,1,1,,
小祓川,小祓川林道,1,1,,
小神支,小神林道支線,1,1,,
小穴沢,林道小穴沢線,1,1,,
小童子川併用,小童子川併用林道,1,1,,
小箱峰,小箱峰林道,1,1,,
小米沢,小米沢林道,1,1,,
小綱木,小綱木林道,1,1,,
小綱木名倉2号,小綱木林道名倉2号線,1,1,,
小繁沢,小繁沢林道,1,1,,
小花井,林道 小花井線,1,1,,
小茂内,小茂内林道,1,1,,
小蛇,小蛇林道,1,1,,
小裾辺,林道小裾辺線,1,1,,
小西股,小西股林道,1,1,,
小谷急,林道小谷急線,1,1,,
小達沢,小達沢林道,1,1,,
小郷東木曽谷,小郷東木曽谷林道,1,1,,
小野倉,林道小野倉線,1,1,,
小野田沢,小野田沢林道,1,1,,
小野田沢併用,小野田沢併用林道,1,1,,
小金井の沢支,小金井の沢支線林道,1,1,,
小金沢,小金沢林道,1,1,,
小鍋沢,小鍋沢林道,1,1,,
小鎚川併用,小鎚川併用林道,1,1,,
小長崎,小長崎林道,1,1,,
小長水,小長水林道,1,1,,
小長水併用,小長水併用林道,1,1,,
小関,小関林道,1,1,,
小高倉,小高倉林道,1,1,,
小鱒谷沢小鱒谷沢支,小鱒谷沢林道小鱒谷沢支線,1,1,,
小鶉,小鶉林道,1,1,,
小黒川併用,小黒川併用林道,1,1,,
尚仁沢天神,林道尚仁沢天神線,1,1,,
尺丈沢,尺丈沢林道,1,1,,
尺仏前谷,尺仏前谷林道,1,1,,
尻内,尻内林道,1,1,,
尻岸,尻岸林道,1,1,,
尻無山併,尻無山林道（併）,1,1,,
尻無沢,尻無沢林道,1,1,,
尻臼,尻臼林道,1,1,,
尻高,尻高林道,1,1,,
尻高併用,尻高併用林道,1,1,,
尻高川,尻高川林道,1,1,,
尻高沢,尻高沢林道,1,1,,
尻高田入,林道尻高田入線,1,1,,
尻高田木佐美,林道尻高田木佐美線,1,1,,
尼子併,尼子林道（併）,1,1,,
尾ざく,林道尾ざく線,1,1,,
尾ノ沢,尾ノ沢林道,1,1,,
尾形原,尾形原林道,1,1,,
尾曲,林道尾曲線,1,1,,
尾根1,尾根林道1,1,1,,
尾根2,尾根林道2,1,1,,
尾町,林道尾町線,1,1,,
尾軽,林道尾軽線,1,1,,
尾頭沢池の沢連絡,尾頭沢池の沢連絡林道,1,1,,
居母山,林道居母山線,1,1,,
屋形森,屋形森林道,1,1,,
屋敷ヶ洞,屋敷ヶ洞林道,1,1,,
屋敷ヶ洞併用,屋敷ヶ洞併用林道,1,1,,
屋敷入,屋敷入林道,1,1,,
屋敷入奥,屋敷入奥林道,1,1,,
屋敷平,屋敷平林道,1,1,,
屋敷沢,屋敷沢林道,1,1,,
屋敷谷併,屋敷谷林道（併）,1,1,,
屏風沢,屏風沢林道,1,1,,
山の神併用,山の神併用林道,1,1,,
山ノ神,林道山ノ神線,1,1,,
山中大谷,林道山中・大谷線,1,1,,
山中広戸,林道山中広戸線,1,1,,
山中沢,山中沢林道,1,1,,
山伏,山伏林道,1,1,,
山入,林道山入線,1,1,,
山口併用,山口併用林道,1,1,,
山口奥,山口奥林道,1,1,,
山守矢送,林道山守矢送線,1,1,,
山岸入沢,山岸入沢林道,1,1,,
山手山,山手山林道,1,1,,
山支平,林道山支平線,1,1,,
山方の沢,山方の沢林道,1,1,,
山木,林道山木線,1,1,,
山本岩室,林道山本岩室線,1,1,,
山父,山父林道,1,1,,
山王冬季閉鎖夜間通行止め,山王林道（冬季閉鎖・夜間通行止め）,1,1,,
山王治山碑,山王林道治山碑,1,1,,
山王谷川奥併,山王谷（川奥）林道（併）,1,1,,
山舘,山舘林道,1,1,,
山落葉,山落葉林道,1,1,,
山谷山併用,山谷山併用林道,1,1,,
山部の沢,山部の沢林道,1,1,,
岡奴,岡奴林道,1,1,,
岡崎,岡崎林道,1,1,,
岡崎81,岡崎林道81線,1,1,,
岡谷,林道岡谷線,1,1,,
岩の目,岩の目林道,1,1,,
岩カブト沢,岩カブト沢林道,1,1,,
岩ヶ谷,岩ヶ谷林道,1,1,,
岩上谷,岩上谷林道,1,1,,
岩上谷河原山,岩上谷（河原山）林道,1,1,,
岩井谷上今山,岩井谷林道上今山線,1,1,,
岩名目沢,岩名目沢林道,1,1,,
岩坂,岩坂林道,1,1,,
岩尾沢支,岩尾沢支線林道,1,1,,
岩山,岩山林道,1,1,,
岩川山,岩川山林道,1,1,,
岩戸金山,岩戸金山林道,1,1,,
岩戸青,林道岩戸青線,1,1,,
岩手山２号,岩手山２号林道,1,1,,
岩手山５号,岩手山５号林道,1,1,,
岩敷,林道岩敷線,1,1,,
岩松,岩松林道,1,1,,
岩殿沢,林道岩殿沢線,1,1,,
岩沢,岩沢林道,1,1,,
岩洞南ノ沢,岩洞林道（南ノ沢）,1,1,,
岩洞時舘東,岩洞林道（時舘・東）,1,1,,
岩洞時館西,岩洞林道（時館・西）,1,1,,
岩洞軽町,岩洞林道（軽町）,1,1,,
岩清水支,岩清水支線林道,1,1,,
岩湧,林道岩湧線,1,1,,
岩窓沢,岩窓沢林道,1,1,,
岩谷併用,岩谷林道（併用）,1,1,,
岩谷母沢,岩谷母沢林道,1,1,,
岩谷沢,岩谷沢林道,1,1,,
岩部山併用,岩部山併用林道,1,1,,
岩風呂,岩風呂林道,1,1,,
岳の腰,岳の腰林道,1,1,,
岳ノ内,岳ノ内林道,1,1,,
岸谷,林道岸谷線,1,1,,
峠の沢,林道峠の沢線,1,1,,
峠下二の沢支,峠下林道 二の沢支線,1,1,,
峠下西山,峠下林道西山線,1,1,,
峠旭,林道 峠旭線,1,1,,
峠沢２号,峠沢２号林道,1,1,,
峯倉平,林道峯倉平線,1,1,,
峯大戸谷,林道峯大戸谷線,1,1,,
峯越連絡草峠,峯越連絡林道草峠線,1,1,,
峰,林道峰線,1,1,,
峰坂,林道峰坂線,1,1,,
峰張山,峰張山林道,1,1,,
峰越連絡安川大塔川,峰越連絡林道安川大塔川線,1,1,,
島の谷,林道島の谷線,1,1,,
島呂布第1,島呂布第1林道,1,1,,
島支,島林道支線,1,1,,
崎吉沢,崎吉沢林道,1,1,,
崖の沢,崖の沢林道,1,1,,
崩沢支,崩沢支線林道,1,1,,
崩野,林道崩野線,1,1,,
嶺岡,林道嶺岡線,1,1,,
嶺岡中央1号,林道嶺岡中央1号線,1,1,,
嶺岡中央4号,林道嶺岡中央4号線,1,1,,
川上カゲ,川上カゲ林道,1,1,,
川上岳大原,川上岳（大原）林道,1,1,,
川下,川下林道,1,1,,
川井谷,川井谷林道,1,1,,
川代,川代林道,1,1,,
川又併用,川又林道（併用）,1,1,,
川口併用,川口併用林道,1,1,,
川口高千穂野支,川口林道高千穂野支線,1,1,,
川宇連Ⅱ,林道川宇連Ⅱ線,1,1,,
川室,川室林道,1,1,,
川平郷,川平郷林道,1,1,,
川戸入,林道川戸入線,1,1,,
川折,川折林道,1,1,,
川本布施幹,川本布施幹線林道,1,1,,
川東山,川東山林道,1,1,,
川汲峠,川汲峠林道,1,1,,
川畑,林道川畑線,1,1,,
川衣,川衣林道,1,1,,
川西,林道川西線,1,1,,
川谷,林道川谷線,1,1,,
川里,川里林道,1,1,,
川面,林道川面線,1,1,,
巣乗支,巣乗支線林道,1,1,,
左一通沢,左一通沢林道,1,1,,
左戸沢支流,左戸沢支流林道,1,1,,
左木ノ沢,左木ノ沢林道,1,1,,
左沢,左沢林道,1,1,,
左股沢10号,左股沢10号林道,1,1,,
左股沢11号,左股沢11号林道,1,1,,
左股第2支,左股第2支線林道,1,1,,
左股第3支,左股第3支線林道,1,1,,
左鐙大須江,左鐙（大須江）林道,1,1,,
差入,林道差入線,1,1,,
巾井谷併,巾井谷林道（併）,1,1,,
市ノ俣45支,市ノ俣林道45支線,1,1,,
市ノ又沢,市ノ又沢林道,1,1,,
市ノ沢古今明,林道市ノ沢・古今明線,1,1,,
市ノ渡併用,市ノ渡併用林道,1,1,,
市川左岸,林道市川左岸線,1,1,,
市平両畑,林道市平両畑線,1,1,,
市後谷,林道市後谷線,1,1,,
市老谷,林道市老谷線,1,1,,
市道中津又,市道中津又林道,1,1,,
市道木頃支,市道木頃林道支線,1,1,,
市道焼松鳥川,市道焼松鳥川林道線,1,1,,
市道空山支,市道空山林道支線,1,1,,
市道笹子,市道笹子林道,1,1,,
市道螺流法花線松林坊併,市道螺流法花線松林坊林道（併）,1,1,,
市道黒木,市道黒木線林道,1,1,,
市野々上小野田,林道市野々上小野田線,1,1,,
市野々大谷,林道市野々大谷線,1,1,,
市野々苅安,林道市野々苅安線,1,1,,
布引山,布引山林道,1,1,,
布計,布計林道,1,1,,
帰来別,帰来別林道,1,1,,
常五郎,常五郎林道,1,1,,
常円寺裏,林道常円寺裏線,1,1,,
常現寺沢,林道常現寺沢線,1,1,,
常盤山支線川,常盤山支線林道川,1,1,,
幌内川,幌内川林道,1,1,,
幌内支線川,幌内支線林道川,1,1,,
幌加,幌加林道,1,1,,
幌加名寄越,幌加名寄越林道,1,1,,
幌加沢,幌加沢林道,1,1,,
幌加赤泥,幌加林道赤泥線,1,1,,
幌子左岸,幌子左岸林道,1,1,,
幌尻一の沢,幌尻一の沢林道,1,1,,
幌尻三ノ沢,幌尻三ノ沢林道,1,1,,
幌沖内右股,幌沖内右股林道,1,1,,
幕岩,幕岩林道,1,1,,
干草橋,干草橋林道,1,1,,
平ノ下,林道平ノ下線,1,1,,
平五郎,林道平五郎線,1,1,,
平伏森平伏森支,平伏森林道平伏森支線,1,1,,
平台,林道平台線,1,1,,
平太郎本流,平太郎本流林道,1,1,,
平家山,平家山林道,1,1,,
平小屋沢,平小屋沢林道,1,1,,
平尾表支,平尾表支線林道,1,1,,
平山支,林道平山支線,1,1,,
平弦,平弦林道,1,1,,
